Year;Month;Day;Hour;Minute;Total Precipitation (high resolution)  [sfc];Snowfall Amount (high resolution)  [sfc];Total Cloud Cover  [sfc];Sunshine Duration  [sfc];Shortwave Radiation  [sfc];Wind Speed  [10 m above gnd];Wind Direction  [10 m above gnd]
2018;07;17;22;00;0.00;0.00;0.00;55.07;32.04;9.67;315.00
2018;07;17;23;00;0.00;0.00;0.00;0.00;0.00;8.40;313.26
2018;07;18;00;00;0.00;0.00;0.00;0.00;0.00;7.20;306.87
2018;07;18;01;00;0.00;0.00;0.00;0.00;0.00;6.29;283.24
2018;07;18;02;00;0.00;0.00;3.90;0.00;0.00;6.49;266.82
2018;07;18;03;00;0.00;0.00;6.00;0.00;0.00;7.34;258.69
2018;07;18;04;00;0.00;0.00;7.80;0.00;0.00;7.42;255.96
2018;07;18;05;00;0.00;0.00;9.30;0.00;0.00;6.99;258.11
2018;07;18;06;00;0.00;0.00;10.20;0.00;0.00;6.52;263.66
2018;07;18;07;00;0.00;0.00;12.60;53.49;45.39;3.96;270.00
2018;07;18;08;00;0.00;0.00;100.00;51.96;183.34;7.29;302.91
2018;07;18;09;00;0.00;0.00;15.00;0.00;322.18;9.59;304.29
2018;07;18;10;00;0.00;0.00;37.00;50.43;455.68;8.53;297.65
2018;07;18;11;00;0.00;0.00;81.00;36.38;558.03;9.66;296.57
2018;07;18;12;00;0.00;0.00;100.00;8.30;655.93;10.95;297.41
2018;07;18;13;00;0.00;0.00;62.00;0.00;736.92;12.48;303.23
2018;07;18;14;00;0.00;0.00;10.00;20.43;649.70;6.30;300.96
2018;07;18;15;00;0.00;0.00;11.40;53.62;670.17;6.92;321.34
2018;07;18;16;00;0.00;0.00;9.60;52.72;768.96;7.24;354.29
2018;07;18;17;00;0.00;0.00;4.20;53.87;695.98;8.43;19.98
2018;07;18;18;00;0.00;0.00;10.00;57.32;585.62;11.68;33.69
2018;07;18;19;00;0.00;0.00;10.00;53.62;439.66;12.60;36.87
2018;07;18;20;00;0.00;0.00;0.00;53.62;298.15;11.68;33.69
2018;07;18;21;00;0.00;0.00;0.00;60.00;161.09;9.57;19.80
2018;07;18;22;00;0.00;0.00;0.00;54.07;31.15;11.61;7.13
2018;07;18;23;00;0.00;0.00;0.00;0.00;0.00;12.07;10.30
2018;07;19;00;00;0.00;0.00;0.00;0.00;0.00;12.90;30.14
2018;07;19;01;00;0.00;0.00;0.00;0.00;0.00;12.48;46.17
2018;07;19;02;00;0.00;0.00;0.00;0.00;0.00;11.59;53.84
2018;07;19;03;00;0.00;0.00;0.60;0.00;0.00;11.44;61.82
2018;07;19;04;00;0.00;0.00;0.30;0.00;0.00;10.31;65.22
2018;07;19;05;00;0.00;0.00;0.00;0.00;0.00;10.50;67.83
2018;07;19;06;00;0.00;0.00;3.60;0.00;0.00;10.37;69.68
2018;07;19;07;00;0.00;0.00;10.00;56.69;40.94;9.61;77.01
2018;07;19;08;00;0.00;0.00;3.90;53.62;177.11;9.75;94.24
2018;07;19;09;00;0.00;0.00;17.40;57.51;322.18;11.87;104.04
2018;07;19;10;00;0.00;0.00;30.00;48.89;448.56;12.07;107.35
2018;07;19;11;00;0.00;0.00;97.00;40.85;533.11;12.66;104.83
2018;07;19;12;00;0.00;0.00;50.00;0.00;682.63;12.66;104.83
2018;07;19;13;00;0.00;0.00;3.60;28.09;752.94;11.79;102.34
2018;07;19;14;00;0.00;0.00;6.90;57.70;803.67;7.20;90.00
2018;07;19;15;00;0.00;0.00;14.40;55.60;774.30;6.48;90.00
2018;07;19;16;00;0.00;0.00;30.00;50.81;749.38;6.84;90.00
2018;07;19;17;00;0.00;0.00;30.00;40.85;504.63;7.92;90.00
2018;07;19;18;00;0.00;0.00;100.00;40.85;531.33;8.64;90.00
2018;07;19;19;00;0.00;0.00;100.00;0.00;282.13;8.71;97.13
2018;07;19;20;00;0.00;0.00;100.00;0.00;80.10;6.49;86.82
2018;07;19;21;00;0.00;0.00;100.00;0.00;34.71;8.71;60.26
2018;07;19;22;00;0.00;0.00;100.00;0.00;8.01;10.80;53.13
2018;07;19;23;00;0.00;0.00;100.00;0.00;0.00;12.60;53.13
2018;07;20;00;00;0.00;0.00;100.00;0.00;0.00;15.04;68.96
2018;07;20;01;00;0.00;0.00;100.00;0.00;0.00;13.01;75.58
2018;07;20;02;00;0.00;0.00;100.00;0.00;0.00;12.29;84.96
2018;07;20;03;00;0.10;0.00;100.00;0.00;0.00;9.18;101.31
2018;07;20;04;00;0.00;0.00;100.00;0.00;0.00;6.79;147.99
2018;07;20;05;00;0.00;0.00;100.00;0.00;0.00;6.49;183.18
2018;07;20;06;00;0.00;0.00;100.00;0.00;0.00;5.41;183.81
2018;07;20;07;00;0.00;0.00;100.00;0.00;20.47;4.45;165.96
2018;07;20;08;00;0.00;0.00;100.00;0.00;31.15;5.41;183.81
2018;07;20;09;00;0.00;0.00;100.00;0.00;64.08;2.16;90.00
2018;07;20;10;00;0.00;0.00;39.00;0.00;284.80;5.51;78.69
2018;07;20;11;00;0.00;0.00;7.20;35.11;579.39;4.61;128.66
2018;07;20;12;00;0.50;0.00;81.00;55.40;485.94;4.68;180.00
2018;07;20;13;00;0.90;0.00;91.00;8.30;220.72;7.17;162.47
2018;07;20;14;00;0.40;0.00;100.00;1.91;227.84;4.90;197.10
2018;07;20;15;00;0.60;0.00;100.00;0.00;238.52;7.39;226.97
2018;07;20;16;00;0.90;0.00;100.00;0.00;202.03;7.99;215.84
2018;07;20;17;00;0.80;0.00;100.00;0.00;189.57;9.02;208.61
2018;07;20;18;00;0.10;0.00;100.00;0.00;165.54;9.34;207.55
2018;07;20;19;00;0.00;0.00;100.00;0.00;135.28;8.44;219.81
2018;07;20;20;00;0.10;0.00;100.00;0.00;94.34;7.73;242.24
2018;07;20;21;00;0.10;0.00;100.00;0.00;84.55;6.88;263.99
2018;07;20;22;00;0.00;0.00;28.00;0.00;32.04;5.86;280.62
2018;07;20;23;00;0.00;0.00;72.00;0.00;0.00;3.24;270.00
2018;07;21;00;00;0.00;0.00;87.00;0.00;0.00;2.19;279.46
2018;07;21;01;00;0.00;0.00;97.00;0.00;0.00;2.88;270.00
2018;07;21;02;00;0.00;0.00;100.00;0.00;0.00;7.64;278.13
2018;07;21;03;00;0.00;0.00;100.00;0.00;0.00;12.56;297.30
2018;07;21;04;00;0.00;0.00;100.00;0.00;0.00;9.57;289.80
2018;07;21;05;00;0.00;0.00;100.00;0.00;0.00;8.91;284.04
2018;07;21;06;00;0.00;0.00;100.00;0.00;0.00;8.65;286.93
2018;07;21;07;00;0.00;0.00;100.00;0.00;16.91;8.83;281.77
2018;07;21;08;00;0.00;0.00;100.00;0.00;73.87;9.47;278.75
2018;07;21;09;00;0.00;0.00;100.00;0.00;137.06;10.54;277.85
2018;07;21;10;00;0.00;0.00;100.00;0.00;173.55;12.32;276.71
2018;07;21;11;00;0.00;0.00;100.00;0.00;244.75;12.73;278.13
2018;07;21;12;00;0.00;0.00;100.00;0.00;246.53;14.21;278.75
2018;07;21;13;00;0.00;0.00;0.00;0.00;599.86;15.94;295.41
2018;07;21;14;00;0.00;0.00;100.00;60.00;378.25;8.23;336.80
2018;07;21;15;00;0.00;0.00;100.00;0.00;443.22;10.14;343.50
2018;07;21;16;00;0.00;0.00;0.00;0.00;438.77;10.37;339.68
2018;07;21;17;00;0.00;0.00;0.00;60.00;691.53;10.63;331.70
2018;07;21;18;00;0.00;0.00;100.00;60.00;449.45;11.98;327.26
2018;07;21;19;00;0.00;0.00;100.00;0.00;256.32;14.53;318.01
2018;07;21;20;00;0.00;0.00;100.00;0.00;172.66;15.78;315.00
2018;07;21;21;00;0.00;0.00;0.00;0.00;69.42;16.80;315.00
2018;07;21;22;00;0.00;0.00;0.00;50.83;26.70;13.55;309.61
2018;07;21;23;00;0.00;0.00;7.20;0.00;0.00;11.99;318.65
2018;07;22;00;00;0.00;0.00;0.30;0.00;0.00;10.50;329.04
2018;07;22;01;00;0.00;0.00;4.80;0.00;0.00;9.51;330.52
2018;07;22;02;00;0.00;0.00;3.00;0.00;0.00;9.39;327.53
2018;07;22;03;00;0.00;0.00;3.00;0.00;0.00;8.79;325.01
2018;07;22;04;00;0.00;0.00;3.00;0.00;0.00;6.92;321.34
2018;07;22;05;00;0.00;0.00;3.90;0.00;0.00;5.90;307.57
2018;07;22;06;00;0.00;0.00;8.10;0.00;0.00;4.51;298.61
2018;07;22;07;00;0.00;0.00;8.10;50.48;32.04;3.32;282.53
2018;07;22;08;00;0.00;0.00;1.50;54.83;169.99;5.50;301.61
2018;07;22;09;00;0.00;0.00;0.00;59.04;313.28;6.49;303.69
2018;07;22;10;00;0.00;0.00;0.00;60.00;459.24;8.94;310.10
2018;07;22;11;00;0.00;0.00;0.00;60.00;593.63;9.73;308.99
2018;07;22;12;00;0.00;0.00;0.00;60.00;688.86;9.73;308.99
2018;07;22;13;00;0.00;0.00;0.00;60.00;780.53;8.50;306.38
2018;07;22;14;00;0.00;0.00;10.00;60.00;816.13;12.54;309.17
2018;07;22;15;00;0.00;0.00;10.00;53.62;769.85;16.30;316.79
2018;07;22;16;00;0.00;0.00;10.00;53.62;728.91;17.65;320.79
2018;07;22;17;00;0.00;0.00;0.00;53.62;671.06;19.01;322.70
2018;07;22;18;00;0.00;0.00;0.00;60.00;582.06;19.80;323.13
2018;07;22;19;00;0.00;0.00;0.00;60.00;446.78;19.08;324.21
2018;07;22;20;00;0.00;0.00;0.00;60.00;299.04;17.58;325.01
2018;07;22;21;00;0.00;0.00;0.00;60.00;150.41;13.55;320.39
2018;07;22;22;00;0.00;0.00;0.00;49.67;24.92;11.20;315.00
2018;07;22;23;00;0.00;0.00;0.00;0.00;0.00;9.96;310.60
2018;07;23;00;00;0.00;0.00;0.00;0.00;0.00;9.29;305.54
2018;07;23;01;00;0.00;0.00;0.00;0.00;0.00;8.59;303.02
2018;07;23;02;00;0.00;0.00;0.00;0.00;0.00;8.53;297.65
2018;07;23;03;00;0.00;0.00;0.00;0.00;0.00;8.22;298.81
2018;07;23;04;00;0.00;0.00;0.00;0.00;0.00;7.90;300.07
2018;07;23;05;00;0.00;0.00;0.00;0.00;0.00;7.73;297.76
2018;07;23;06;00;0.00;0.00;0.00;0.00;0.00;6.83;288.43
2018;07;23;07;00;0.00;0.00;0.00;53.97;28.48;5.76;270.00
2018;07;23;08;00;0.00;0.00;0.00;60.00;157.53;3.32;257.47
2018;07;23;09;00;0.00;0.00;0.00;60.00;307.05;8.12;282.80
2018;07;23;10;00;0.00;0.00;0.00;60.00;454.79;9.18;281.31
2018;07;23;11;00;0.00;0.00;0.00;60.00;588.29;9.06;276.84
2018;07;23;12;00;0.00;0.00;0.00;60.00;696.87;9.42;276.58
2018;07;23;13;00;0.00;0.00;0.00;60.00;773.41;10.04;284.53
2018;07;23;14;00;0.00;0.00;0.00;60.00;811.68;11.44;282.72
2018;07;23;15;00;0.00;0.00;0.00;60.00;809.90;10.83;291.45
2018;07;23;16;00;0.00;0.00;0.00;60.00;767.18;10.69;302.62
2018;07;23;17;00;0.00;0.00;0.00;60.00;687.08;10.46;319.18
2018;07;23;18;00;0.00;0.00;0.00;60.00;576.72;10.37;339.68
2018;07;23;19;00;0.00;0.00;0.00;60.00;442.33;10.90;352.41
2018;07;23;20;00;0.00;0.00;0.00;60.00;295.48;12.26;356.63
2018;07;23;21;00;0.00;0.00;0.00;60.00;146.85;9.83;351.57
2018;07;23;22;00;0.00;0.00;0.00;48.47;23.14;11.09;346.87
2018;07;23;23;00;0.00;0.00;0.00;0.00;0.00;10.59;350.22
2018;07;24;00;00;0.00;0.00;0.00;0.00;0.00;9.39;355.60
2018;07;24;01;00;0.00;0.00;0.00;0.00;0.00;8.29;357.51
2018;07;24;02;00;0.00;0.00;10.00;0.00;0.00;7.24;5.71
2018;07;24;03;00;0.00;0.00;10.00;0.00;0.00;5.96;25.02
2018;07;24;04;00;0.00;0.00;10.00;0.00;0.00;5.63;26.57
2018;07;24;05;00;0.00;0.00;0.00;0.00;0.00;6.29;23.63
2018;07;24;06;00;0.00;0.00;0.00;0.00;0.00;7.57;25.35
2018;07;24;07;00;0.00;0.00;0.00;52.67;26.70;7.29;20.22
2018;07;24;08;00;0.00;0.00;0.00;60.00;153.97;5.01;21.04
2018;07;24;09;00;0.00;0.00;0.00;60.00;302.60;7.20;53.13
2018;07;24;10;00;0.00;0.00;10.00;60.00;435.21;7.75;68.20
2018;07;24;11;00;0.00;0.00;10.00;53.62;553.58;5.76;90.00
2018;07;24;12;00;0.00;0.00;10.00;53.62;646.14;3.32;139.40
2018;07;24;13;00;0.00;0.00;10.00;53.62;718.23;4.39;124.99
2018;07;24;14;00;0.00;0.00;10.00;53.62;755.61;5.32;61.70
2018;07;24;15;00;0.00;0.00;10.00;53.62;752.05;4.61;38.66
2018;07;24;16;00;0.00;0.00;10.00;53.62;712.00;5.35;19.65
2018;07;24;17;00;0.00;0.00;10.00;53.62;635.46;6.73;15.52
2018;07;24;18;00;0.00;0.00;10.00;53.62;532.22;8.56;22.25
2018;07;24;19;00;0.00;0.00;10.00;53.62;409.40;9.66;26.57
2018;07;24;20;00;0.20;0.00;4.00;53.62;290.14;11.17;20.77
2018;07;24;21;00;0.00;0.00;2.00;57.45;114.81;9.36;360.00
2018;07;24;22;00;0.00;0.00;6.00;46.23;23.14;11.50;339.86
2018;07;24;23;00;0.00;0.00;20.00;0.00;0.00;13.89;328.78
2018;07;25;00;00;0.00;0.00;0.00;0.00;0.00;11.73;342.12
2018;07;25;01;00;0.00;0.00;0.00;0.00;0.00;9.53;349.11
2018;07;25;02;00;0.00;0.00;0.00;0.00;0.00;9.83;351.57
2018;07;25;03;00;0.00;0.00;0.00;0.00;0.00;9.01;357.71
2018;07;25;04;00;0.00;0.00;0.00;0.00;0.00;8.71;352.87
2018;07;25;05;00;0.00;0.00;0.00;0.00;0.00;8.35;352.57
2018;07;25;06;00;0.00;0.00;0.00;0.00;0.00;8.05;349.70
2018;07;25;07;00;0.00;0.00;0.00;51.36;24.92;7.97;341.57
2018;07;25;08;00;0.00;0.00;0.00;60.00;150.41;4.90;342.90
2018;07;25;09;00;0.00;0.00;0.00;60.00;298.15;6.62;45.00
2018;07;25;10;00;0.00;0.00;0.00;60.00;445.00;8.70;65.56
2018;07;25;11;00;0.00;0.00;10.00;60.00;577.61;9.18;64.44
2018;07;25;12;00;0.20;0.00;10.00;53.62;639.02;9.00;53.13
2018;07;25;13;00;0.50;0.00;46.00;53.62;689.75;8.16;48.58
2018;07;25;14;00;0.00;0.00;10.00;30.64;751.16;5.45;7.59
2018;07;25;15;00;0.00;0.00;10.00;53.62;672.84;7.24;5.71
2018;07;25;16;00;0.00;0.00;10.00;53.62;596.30;8.83;11.77
2018;07;25;17;00;0.00;0.00;10.00;53.62;534.00;9.69;21.80
2018;07;25;18;00;0.00;0.00;10.00;53.62;532.22;10.50;30.96
2018;07;25;19;00;0.00;0.00;10.00;53.62;406.73;10.19;32.01
2018;07;25;20;00;0.00;0.00;10.00;53.62;275.90;9.36;22.62
2018;07;25;21;00;0.00;0.00;6.00;53.62;150.41;8.47;347.74
2018;07;25;22;00;0.00;0.00;0.00;43.02;24.92;13.61;322.52
2018;07;25;23;00;0.00;0.00;0.00;0.00;0.00;13.36;345.96
2018;07;26;00;00;0.00;0.00;0.00;0.00;0.00;10.95;350.54
2018;07;26;01;00;0.00;0.00;0.00;0.00;0.00;9.18;348.69
2018;07;26;02;00;0.00;0.00;4.00;0.00;0.00;8.56;337.75
2018;07;26;03;00;0.00;0.00;5.00;0.00;0.00;8.23;336.80
2018;07;26;04;00;0.00;0.00;6.00;0.00;0.00;7.90;335.77
2018;07;26;05;00;0.00;0.00;4.00;0.00;0.00;7.17;342.47
2018;07;26;06;00;0.00;0.00;2.00;0.00;0.00;6.49;356.82
2018;07;26;07;00;0.00;0.00;0.00;48.97;22.25;4.21;19.98
2018;07;26;08;00;0.00;0.00;0.00;60.00;147.74;2.19;99.46
2018;07;26;09;00;0.00;0.00;0.00;60.00;296.37;2.81;140.19
2018;07;26;10;00;0.00;0.00;0.00;60.00;443.22;5.24;164.05
2018;07;26;11;00;0.00;0.00;0.00;60.00;576.72;7.21;182.86
2018;07;26;12;00;0.00;0.00;10.80;60.00;647.92;10.24;190.12
2018;07;26;13;00;0.00;0.00;10.00;53.11;703.99;9.69;195.07
2018;07;26;14;00;0.00;0.00;0.00;53.62;804.56;7.56;180.00
2018;07;26;15;00;0.00;0.00;0.00;60.00;794.77;8.29;177.51
2018;07;26;16;00;0.00;0.00;0.00;60.00;754.72;7.59;174.56
2018;07;26;17;00;0.00;0.00;5.10;60.00;675.51;8.29;177.51
2018;07;26;18;00;0.00;0.00;0.00;56.74;567.82;8.64;180.00
2018;07;26;19;00;0.00;0.00;0.00;60.00;434.32;8.64;180.00
2018;07;26;20;00;0.00;0.00;0.00;60.00;286.58;7.95;185.19
2018;07;26;21;00;0.00;0.00;0.00;60.00;137.95;5.80;209.74
2018;07;26;22;00;0.00;0.00;0.00;44.64;18.69;4.38;260.54
2018;07;26;23;00;0.00;0.00;0.00;0.00;0.00;5.32;298.30
2018;07;27;00;00;0.00;0.00;0.00;0.00;0.00;6.15;339.44
2018;07;27;01;00;0.00;0.00;10.00;0.00;0.00;5.48;23.20
2018;07;27;02;00;0.00;0.00;10.00;0.00;0.00;5.76;90.00
2018;07;27;03;00;0.00;0.00;3.60;0.00;0.00;9.11;108.43
2018;07;27;04;00;0.00;0.00;8.10;0.00;0.00;9.96;102.53
2018;07;27;05;00;0.00;0.00;9.60;0.00;0.00;11.37;100.95
2018;07;27;06;00;0.00;0.00;9.60;0.00;0.00;12.18;108.97
2018;07;27;07;00;0.00;0.00;7.20;43.72;26.70;12.64;109.98
2018;07;27;08;00;0.10;0.00;5.70;55.40;154.86;12.98;133.88
2018;07;27;09;00;0.00;0.00;10.00;56.36;295.48;11.99;131.35
2018;07;27;10;00;0.10;0.00;0.00;53.62;424.53;14.06;140.19
2018;07;27;11;00;0.00;0.00;10.00;60.00;572.27;17.24;151.29
2018;07;27;12;00;0.00;0.00;38.00;53.62;666.61;20.12;169.70
2018;07;27;13;00;0.00;0.00;0.00;35.74;521.54;18.18;172.03
2018;07;27;14;00;0.00;0.00;10.00;60.00;768.07;12.26;229.76
2018;07;27;15;00;0.00;0.00;10.00;53.62;744.93;12.31;217.87
2018;07;27;16;00;0.20;0.00;10.00;53.62;708.44;13.28;220.60
2018;07;27;17;00;0.70;0.00;10.00;53.62;633.68;13.51;228.24
2018;07;27;18;00;1.00;0.00;100.00;53.62;455.68;19.30;284.04
2018;07;27;19;00;0.60;0.00;86.00;0.00;106.80;24.52;310.24
2018;07;27;20;00;0.00;0.00;100.00;5.11;92.56;20.47;320.71
2018;07;27;21;00;0.00;0.00;100.00;0.00;49.84;13.05;335.56
2018;07;27;22;00;0.00;0.00;100.00;0.00;4.45;6.95;338.75
2018;07;27;23;00;0.00;0.00;100.00;0.00;0.00;4.61;321.34
2018;07;28;00;00;0.00;0.00;100.00;0.00;0.00;5.96;334.98
2018;07;28;01;00;0.00;0.00;100.00;0.00;0.00;11.04;340.97
2018;07;28;02;00;0.00;0.00;100.00;0.00;0.00;5.80;29.74
2018;07;28;03;00;1.00;0.00;100.00;0.00;0.00;6.70;53.75
2018;07;28;04;00;1.40;0.00;18.30;0.00;0.00;6.12;90.00
2018;07;28;05;00;0.80;0.00;57.00;0.00;0.00;4.33;138.37
2018;07;28;06;00;0.20;0.00;38.00;0.00;0.00;5.15;192.09
2018;07;28;07;00;0.20;0.00;75.00;28.20;12.46;5.80;209.74
2018;07;28;08;00;0.00;0.00;63.00;12.13;77.43;9.22;231.34
2018;07;28;09;00;0.00;0.00;100.00;19.79;155.75;22.96;260.98
2018;07;28;10;00;0.10;0.00;100.00;0.00;197.58;27.76;267.03
2018;07;28;11;00;0.00;0.00;100.00;0.00;360.45;28.91;265.00
2018;07;28;12;00;0.00;0.00;30.00;0.00;351.55;32.04;270.64
2018;07;28;13;00;0.00;0.00;13.00;40.85;294.59;33.09;278.13
2018;07;28;14;00;0.00;0.00;0.00;51.70;825.03;28.94;264.29
2018;07;28;15;00;0.00;0.00;0.00;60.00;823.25;28.62;263.50
2018;07;28;16;00;0.00;0.00;0.00;60.00;772.52;26.88;262.30
2018;07;28;17;00;0.00;0.00;0.00;60.00;695.09;23.44;259.38
2018;07;28;18;00;0.00;0.00;10.00;60.00;576.72;20.27;250.28
2018;07;28;19;00;0.00;0.00;10.00;53.62;422.75;19.20;239.59
2018;07;28;20;00;0.00;0.00;30.00;53.62;281.24;17.48;237.62
2018;07;28;21;00;0.00;0.00;30.00;40.85;137.95;8.43;250.02
2018;07;28;22;00;0.00;0.00;16.80;28.53;18.69;0.72;360.00
2018;07;28;23;00;0.00;0.00;85.00;0.00;0.00;3.71;150.95
2018;07;29;00;00;0.00;0.00;100.00;0.00;0.00;8.56;202.25
2018;07;29;01;00;0.00;0.00;100.00;0.00;0.00;8.29;235.62
2018;07;29;02;00;0.00;0.00;100.00;0.00;0.00;8.91;226.64
2018;07;29;03;00;0.00;0.00;100.00;0.00;0.00;8.40;210.96
2018;07;29;04;00;0.00;0.00;100.00;0.00;0.00;9.66;206.57
2018;07;29;05;00;0.00;0.00;100.00;0.00;0.00;9.83;203.75
2018;07;29;06;00;0.00;0.00;100.00;0.00;0.00;10.30;216.47
2018;07;29;07;00;0.00;0.00;100.00;0.00;7.12;11.59;216.16
2018;07;29;08;00;0.00;0.00;100.00;0.00;78.32;12.64;199.98
2018;07;29;09;00;0.00;0.00;100.00;0.00;214.49;16.92;203.84
2018;07;29;10;00;0.00;0.00;100.00;0.00;339.09;22.21;199.90
2018;07;29;11;00;0.00;0.00;100.00;0.00;483.27;28.77;211.70
2018;07;29;12;00;0.00;0.00;100.00;0.00;433.43;28.01;223.96
2018;07;29;13;00;0.00;0.00;100.00;0.00;289.25;23.44;227.49
2018;07;29;14;00;0.00;0.00;100.00;0.00;243.86;21.67;228.37
2018;07;29;15;00;0.00;0.00;100.00;0.00;316.84;29.36;220.53
2018;07;29;16;00;0.00;0.00;62.00;0.00;481.49;30.68;215.93
2018;07;29;17;00;0.00;0.00;71.00;20.43;632.79;35.19;221.68
2018;07;29;18;00;0.00;0.00;100.00;14.68;420.08;31.94;230.03
2018;07;29;19;00;0.00;0.00;100.00;0.00;265.22;29.88;233.82
2018;07;29;20;00;0.00;0.00;100.00;0.00;157.53;25.08;230.83
2018;07;29;21;00;0.00;0.00;100.00;0.00;60.52;18.34;226.59
2018;07;29;22;00;0.00;0.00;0.00;0.00;15.13;12.68;214.59
2018;07;29;23;00;0.00;0.00;0.60;0.00;0.00;12.10;202.75
2018;07;30;00;00;0.00;0.00;0.00;0.00;0.00;11.77;203.43
2018;07;30;01;00;0.00;0.00;0.00;0.00;0.00;11.61;209.74
2018;07;30;02;00;0.00;0.00;0.00;0.00;0.00;11.27;206.57
2018;07;30;03;00;0.00;0.00;0.00;0.00;0.00;11.30;202.48
2018;07;30;04;00;0.00;0.00;5.70;0.00;0.00;10.83;201.45
2018;07;30;05;00;0.00;0.00;3.90;0.00;0.00;10.83;201.45
2018;07;30;06;00;0.00;0.00;27.00;0.00;0.00;11.17;200.77
2018;07;30;07;00;0.00;0.00;100.00;31.79;16.02;15.26;199.29
2018;07;30;08;00;0.00;0.00;100.00;0.00;48.06;16.65;201.57
2018;07;30;09;00;0.00;0.00;100.00;0.00;132.61;19.19;203.20
2018;07;30;10;00;0.00;0.00;100.00;0.00;229.62;20.95;204.36
2018;07;30;11;00;0.20;0.00;100.00;0.00;176.22;21.12;209.62
2018;07;30;12;00;0.00;0.00;100.00;0.00;183.34;22.91;210.19
2018;07;30;13;00;0.00;0.00;100.00;0.00;347.10;23.86;213.93
2018;07;30;14;00;0.20;0.00;100.00;0.00;430.76;24.66;213.69
2018;07;30;15;00;0.60;0.00;57.00;0.00;735.14;23.23;220.60
2018;07;30;16;00;0.40;0.00;76.00;23.62;493.06;24.44;225.00
2018;07;30;17;00;0.30;0.00;40.00;11.49;367.57;22.66;224.36
2018;07;30;18;00;0.20;0.00;10.00;34.47;329.30;22.92;226.27
2018;07;30;19;00;0.40;0.00;1.00;53.62;409.40;21.90;223.67
2018;07;30;20;00;0.20;0.00;10.00;59.36;240.30;20.24;218.50
2018;07;30;21;00;0.00;0.00;7.80;53.62;137.06;14.90;217.15
2018;07;30;22;00;0.00;0.00;8.10;35.80;16.91;10.31;204.78
2018;07;30;23;00;0.00;0.00;18.00;0.00;0.00;8.43;199.98
2018;07;31;00;00;0.00;0.00;19.20;0.00;0.00;6.30;239.04
2018;07;31;01;00;0.00;0.00;21.00;0.00;0.00;5.04;270.00
2018;07;31;02;00;0.00;0.00;10.80;0.00;0.00;5.94;284.04
2018;07;31;03;00;0.00;0.00;100.00;0.00;0.00;5.09;278.13
2018;07;31;04;00;0.00;0.00;100.00;0.00;0.00;3.08;249.44
2018;07;31;05;00;0.00;0.00;100.00;0.00;0.00;3.67;191.31
2018;07;31;06;00;0.00;0.00;0.00;0.00;0.00;9.18;168.69
2018;07;31;07;00;0.00;0.00;0.00;43.21;16.91;13.28;212.83
2018;07;31;08;00;0.00;0.00;20.00;60.00;137.95;22.10;239.68
2018;07;31;09;00;0.00;0.00;10.00;47.23;280.35;26.72;255.96
2018;07;31;10;00;0.00;0.00;10.00;53.62;332.86;28.23;275.86
2018;07;31;11;00;0.00;0.00;22.00;53.62;299.04;23.62;307.57
2018;07;31;12;00;0.00;0.00;10.00;45.96;559.81;18.53;294.08
2018;07;31;13;00;0.00;0.00;10.00;53.62;732.47;18.71;300.02
2018;07;31;14;00;0.00;0.00;10.00;53.62;760.95;12.57;283.24
2018;07;31;15;00;0.00;0.00;10.00;53.62;758.28;11.75;297.35
2018;07;31;16;00;0.00;0.00;44.00;53.62;334.64;14.02;318.12
2018;07;31;17;00;0.00;0.00;10.00;31.91;299.04;17.08;325.30
2018;07;31;18;00;0.00;0.00;10.00;53.62;387.15;16.18;327.72
2018;07;31;19;00;0.00;0.00;0.00;53.62;420.97;16.26;332.30
2018;07;31;20;00;0.00;0.00;0.00;60.00;277.68;16.58;332.88
2018;07;31;21;00;0.00;0.00;0.00;60.00;127.27;13.53;331.39
2018;07;31;22;00;0.00;0.00;0.00;37.57;12.46;11.44;335.85
2018;07;31;23;00;0.00;0.00;0.00;0.00;0.00;10.93;342.76
2018;08;01;00;00;0.00;0.00;0.00;0.00;0.00;9.47;351.25
2018;08;01;01;00;0.00;0.00;0.00;0.00;0.00;8.28;360.00
2018;08;01;02;00;0.00;0.00;4.50;0.00;0.00;8.29;2.49
2018;08;01;03;00;0.00;0.00;9.30;0.00;0.00;8.76;9.46
2018;08;01;04;00;0.00;0.00;67.00;0.00;0.00;8.40;9.87
2018;08;01;05;00;0.00;0.00;100.00;0.00;0.00;9.03;355.43
2018;08;01;06;00;0.00;0.00;100.00;0.00;0.00;10.93;342.76
2018;08;01;07;00;0.00;0.00;26.00;0.00;17.80;9.66;333.43
2018;08;01;08;00;0.00;0.00;100.00;43.40;140.62;10.74;346.43
2018;08;01;09;00;0.00;0.00;100.00;0.00;234.96;14.15;352.69
2018;08;01;10;00;0.00;0.00;25.00;0.00;423.64;15.48;1.33
2018;08;01;11;00;0.00;0.00;10.00;44.04;447.67;15.11;12.38
2018;08;01;12;00;0.00;0.00;10.00;53.62;646.14;13.90;16.56
2018;08;01;13;00;0.00;0.00;10.00;53.62;751.16;11.53;14.47
2018;08;01;14;00;0.00;0.00;0.00;53.62;802.78;10.46;3.95
2018;08;01;15;00;0.00;0.00;0.00;60.00;801.00;7.92;360.00
2018;08;01;16;00;0.00;0.00;0.00;60.00;757.39;6.49;356.82
